Portfolio,Entity,Item,Type,Departmental Operating $'000,Departmental Non-operating $'000,Departmental External Revenue $'000,Departmental Special Appropriation $'000,Special Accounts $'000,Administered Operating $'000,Administered SPPs $'000,Administered Non-operating $'000,Administered Special Appropriation $'000,Total $'000
DEFENCE,Royal Australian Navy Central Canteens Board (Royal Australian Navy Central Canteens Fund)*,Total,Agency Resourcing,0,0,18596,0,0,0,0,0,0,18596
DEFENCE,Royal Australian Navy Central Canteens Board (Royal Australian Navy Central Canteens Fund)*,Total,Estimated Actual,0,0,17903,0,0,0,0,0,0,17903
DEFENCE,Royal Australian Navy Relief Trust Fund*,Outcome 1,Agency Resourcing,0,0,720,0,0,0,0,0,0,720
DEFENCE,Royal Australian Navy Relief Trust Fund*,Outcome 1,Estimated Actual,0,0,767,0,0,0,0,0,0,767
DEFENCE,Royal Australian Navy Relief Trust Fund*,Total,Agency Resourcing,0,0,720,0,0,0,0,0,0,720
DEFENCE,Royal Australian Navy Relief Trust Fund*,Total,Estimated Actual,0,0,767,0,0,0,0,0,0,767
DEFENCE,Australian Signals Directorate,Outcome 1,Agency Resourcing,1687007,0,2994,0,0,0,0,0,0,1690001
DEFENCE,Australian Signals Directorate,Outcome 1,Estimated Actual,1762225,0,2917,0,0,0,0,0,0,1765142
DEFENCE,Australian Signals Directorate,Equity Injections,Agency Resourcing,0,1036491,0,0,0,0,0,0,0,1036491
DEFENCE,Australian Signals Directorate,Equity Injections,Estimated Actual,0,1094367,0,0,0,0,0,0,0,1094367
DEFENCE,Australian Signals Directorate,Total,Agency Resourcing,1687007,1036491,2994,0,0,0,0,0,0,2726492
DEFENCE,Australian Signals Directorate,Total,Estimated Actual,1762225,1094367,2917,0,0,0,0,0,0,2859509
DEFENCE,Australian Submarine Agency,Outcome 1,Agency Resourcing,330111,0,0,0,0,0,0,0,0,330111
DEFENCE,Australian Submarine Agency,Outcome 1,Estimated Actual,235334,0,0,0,0,0,0,0,0,235334
DEFENCE,Australian Submarine Agency,Equity Injections,Agency Resourcing,0,52843,0,0,0,0,0,0,0,52843
DEFENCE,Australian Submarine Agency,Equity Injections,Estimated Actual,0,8085,0,0,0,0,0,0,0,8085
DEFENCE,Australian Submarine Agency,Total,Agency Resourcing,330111,52843,0,0,0,0,0,0,0,382954
DEFENCE,Australian Submarine Agency,Total,Estimated Actual,235334,8085,0,0,0,0,0,0,0,243419
DEFENCE,Department of Veterans' Affairs,Outcome 1,Agency Resourcing,383045,0,3925,0,116265,71760,0,0,8184322,8759317
DEFENCE,Department of Veterans' Affairs,Outcome 1,Estimated Actual,402100,0,4170,0,107434,64689,0,0,8119983,8698376
DEFENCE,Department of Veterans' Affairs,Outcome 2,Agency Resourcing,173146,0,2790,0,0,33726,0,0,4509086,4718748
DEFENCE,Department of Veterans' Affairs,Outcome 2,Estimated Actual,170608,0,2539,0,0,53191,0,0,4373216,4599554
DEFENCE,Department of Veterans' Affairs,Outcome 3,Agency Resourcing,15996,0,621,0,45,46893,0,0,0,63555
DEFENCE,Department of Veterans' Affairs,Outcome 3,Estimated Actual,17754,0,565,0,35,58413,0,0,0,76767
DEFENCE,Department of Veterans' Affairs,Equity Injections,Agency Resourcing,0,193,0,0,0,0,0,0,0,193
DEFENCE,Department of Veterans' Affairs,Equity Injections,Estimated Actual,0,6121,0,0,0,0,0,0,0,6121
DEFENCE,Department of Veterans' Affairs,Administered Assets and Liabilities,Agency Resourcing,0,0,0,0,0,0,0,2328,0,2328
DEFENCE,Department of Veterans' Affairs,Administered Assets and Liabilities,Estimated Actual,0,0,0,0,0,0,0,9195,0,9195
DEFENCE,Department of Veterans' Affairs,Total,Agency Resourcing,572187,193,7336,0,116310,152379,0,2328,12693408,13544141
DEFENCE,Department of Veterans' Affairs,Total,Estimated Actual,590462,6121,7274,0,107469,176293,0,9195,12493199,13390013
DEFENCE,Australian War Memorial*,Outcome 1,Agency Resourcing,50301,0,9295,0,0,0,0,0,0,59596
DEFENCE,Australian War Memorial*,Outcome 1,Estimated Actual,42140,0,13907,0,0,0,0,0,0,56047
DEFENCE,Australian War Memorial*,Equity Injections,Agency Resourcing,0,106522,0,0,0,0,0,0,0,106522
DEFENCE,Australian War Memorial*,Equity Injections,Estimated Actual,0,7645,0,0,0,0,0,0,0,7645
DEFENCE,Australian War Memorial*,Total,Agency Resourcing,50301,106522,9295,0,0,0,0,0,0,166118
DEFENCE,Australian War Memorial*,Total,Estimated Actual,42140,7645,13907,0,0,0,0,0,0,63692
DEFENCE,,PORTFOLIO TOTAL,Agency Resourcing,44629886,11786287,1768904,0,389461,152379,0,2328,17383606,76112851
DEFENCE,,PORTFOLIO TOTAL,Estimated Actual,41764498,12202494,1960330,0,174935,176293,0,9195,16756637,73044382
EDUCATION,Department of Education,Outcome 1,Agency Resourcing,258383,0,378,0,0,726830,130538,0,44769469,45885598
EDUCATION,Department of Education,Outcome 1,Estimated Actual,212147,0,378,0,0,690856,152204,0,42988759,44044344
EDUCATION,Department of Education,Outcome 2,Agency Resourcing,160415,0,4195,0,11202,587927,0,0,19691167,20454906
EDUCATION,Department of Education,Outcome 2,Estimated Actual,153248,0,4422,0,10265,489776,0,0,18345561,19003272
EDUCATION,Department of Education,Equity Injections,Agency Resourcing,0,33561,0,0,0,0,0,0,0,33561
EDUCATION,Department of Education,Equity Injections,Estimated Actual,0,22377,0,0,0,0,0,0,0,22377
EDUCATION,Department of Education,Total,Agency Resourcing,418798,33561,4573,0,11202,1314757,130538,0,64460636,66374065
EDUCATION,Department of Education,Total,Estimated Actual,365395,22377,4800,0,10265,1180632,152204,0,61334320,63069993
EDUCATION,"Australian Curriculum, Assessment and Reporting Authority*",Outcome 1,Agency Resourcing,0,0,34995,0,0,0,0,0,0,34995
EDUCATION,"Australian Curriculum, Assessment and Reporting Authority*",Outcome 1,Estimated Actual,0,0,36098,0,0,0,0,0,0,36098
EDUCATION,"Australian Curriculum, Assessment and Reporting Authority*",Total,Agency Resourcing,0,0,34995,0,0,0,0,0,0,34995
EDUCATION,"Australian Curriculum, Assessment and Reporting Authority*",Total,Estimated Actual,0,0,36098,0,0,0,0,0,0,36098
EDUCATION,Australian Institute for Teaching and School Leadership Limited*,Outcome 1,Agency Resourcing,0,0,16265,0,0,0,0,0,0,16265
EDUCATION,Australian Institute for Teaching and School Leadership Limited*,Outcome 1,Estimated Actual,0,0,22853,0,0,0,0,0,0,22853
EDUCATION,Australian Institute for Teaching and School Leadership Limited*,Total,Agency Resourcing,0,0,16265,0,0,0,0,0,0,16265
EDUCATION,Australian Institute for Teaching and School Leadership Limited*,Total,Estimated Actual,0,0,22853,0,0,0,0,0,0,22853
EDUCATION,Australian Research Council,Outcome 1,Agency Resourcing,24293,0,561,0,0,1031328,0,0,0,1056182
EDUCATION,Australian Research Council,Outcome 1,Estimated Actual,23706,0,837,0,0,10831,0,0,851414,886788
EDUCATION,Australian Research Council,Total,Agency Resourcing,24293,0,561,0,0,1031328,0,0,0,1056182
EDUCATION,Australian Research Council,Total,Estimated Actual,23706,0,837,0,0,10831,0,0,851414,886788
EDUCATION,Tertiary Education Quality and Standards Agency,Outcome 1,Agency Resourcing,22159,0,655,0,0,0,0,0,200,23014
EDUCATION,Tertiary Education Quality and Standards Agency,Outcome 1,Estimated Actual,22413,0,822,0,0,0,0,0,200,23435
EDUCATION,Tertiary Education Quality and Standards Agency,Total,Agency Resourcing,22159,0,655,0,0,0,0,0,200,23014
EDUCATION,Tertiary Education Quality and Standards Agency,Total,Estimated Actual,22413,0,822,0,0,0,0,0,200,23435
EDUCATION,,PORTFOLIO TOTAL,Agency Resourcing,465250,33561,57049,0,11202,2346085,130538,0,64460836,67504521
EDUCATION,,PORTFOLIO TOTAL,Estimated Actual,411514,22377,65410,0,10265,1191463,152204,0,62185934,64039167
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Outcome 1,Agency Resourcing,470577,0,43247,0,0,1900605,0,0,30,2414459
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Outcome 1,Estimated Actual,406462,0,66226,0,0,1917786,0,0,30,2390504
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Outcome 2,Agency Resourcing,327342,0,29379,0,3292,1918509,0,0,551265,2829787
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Outcome 2,Estimated Actual,300504,0,46497,0,3168,2597292,0,0,513979,3461440
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Outcome 3,Agency Resourcing,85134,0,6392,0,0,93802,0,0,612665,797993
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Outcome 3,Estimated Actual,76982,0,11935,0,0,74328,0,0,565251,728496
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Equity Injections,Agency Resourcing,0,69831,0,0,0,0,0,0,0,69831
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Equity Injections,Estimated Actual,0,43163,0,0,0,0,0,0,0,43163
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Total,Agency Resourcing,883053,69831,79018,0,3292,3912916,0,0,1163960,6112070
EMPLOYMENT AND WORKPLACE RELATIONS,Department of Employment and Workplace Relations,Total,Estimated Actual,783948,43163,124658,0,3168,4589406,0,0,1079260,6623603
EMPLOYMENT AND WORKPLACE RELATIONS,Comcare*,Outcome 1,Agency Resourcing,6679,0,378038,0,0,0,0,0,0,384717
EMPLOYMENT AND WORKPLACE RELATIONS,Comcare*,Outcome 1,Estimated Actual,6029,0,329392,0,0,0,0,0,0,335421
EMPLOYMENT AND WORKPLACE RELATIONS,Comcare*,Total,Agency Resourcing,6679,0,378038,0,0,0,0,0,0,384717
EMPLOYMENT AND WORKPLACE RELATIONS,Comcare*,Total,Estimated Actual,6029,0,329392,0,0,0,0,0,0,335421
EMPLOYMENT AND WORKPLACE RELATIONS,Asbestos and Silica Safety and Eradication Agency,Outcome 1,Agency Resourcing,5876,0,0,0,0,0,0,0,0,5876
EMPLOYMENT AND WORKPLACE RELATIONS,Asbestos and Silica Safety and Eradication Agency,Outcome 1,Estimated Actual,5551,0,0,0,0,0,0,0,0,5551
EMPLOYMENT AND WORKPLACE RELATIONS,Asbestos and Silica Safety and Eradication Agency,Total,Agency Resourcing,5876,0,0,0,0,0,0,0,0,5876
EMPLOYMENT AND WORKPLACE RELATIONS,Asbestos and Silica Safety and Eradication Agency,Total,Estimated Actual,5551,0,0,0,0,0,0,0,0,5551
EMPLOYMENT AND WORKPLACE RELATIONS,Australian Skills Quality Authority,Outcome 1,Agency Resourcing,52047,0,0,0,0,0,0,0,357,52404
EMPLOYMENT AND WORKPLACE RELATIONS,Australian Skills Quality Authority,Outcome 1,Estimated Actual,46590,0,0,0,0,0,0,0,357,46947
EMPLOYMENT AND WORKPLACE RELATIONS,Australian Skills Quality Authority,Equity Injections,Agency Resourcing,0,0,0,0,0,0,0,0,0,0
EMPLOYMENT AND WORKPLACE RELATIONS,Australian Skills Quality Authority,Equity Injections,Estimated Actual,0,1157,0,0,0,0,0,0,0,1157
EMPLOYMENT AND WORKPLACE RELATIONS,Australian Skills Quality Authority,Total,Agency Resourcing,52047,0,0,0,0,0,0,0,357,52404
EMPLOYMENT AND WORKPLACE RELATIONS,Australian Skills Quality Authority,Total,Estimated Actual,46590,1157,0,0,0,0,0,0,357,48104
EMPLOYMENT AND WORKPLACE RELATIONS,Fair Work Commission,Outcome 1,Agency Resourcing,119487,0,210,0,0,0,0,0,500,120197
EMPLOYMENT AND WORKPLACE RELATIONS,Fair Work Commission,Outcome 1,Estimated Actual,105625,0,213,0,0,0,0,0,500,106338
EMPLOYMENT AND WORKPLACE RELATIONS,Fair Work Commission,Total,Agency Resourcing,119487,0,210,0,0,0,0,0,500,120197
EMPLOYMENT AND WORKPLACE RELATIONS,Fair Work Commission,Total,Estimated Actual,105625,0,213,0,0,0,0,0,500,106338
EMPLOYMENT AND WORKPLACE RELATIONS,Office of the Fair Work Ombudsman,Outcome 1,Agency Resourcing,183744,0,1300,0,0,0,0,0,1500,186544
EMPLOYMENT AND WORKPLACE RELATIONS,Office of the Fair Work Ombudsman,Outcome 1,Estimated Actual,186436,0,1300,0,0,0,0,0,1500,189236
EMPLOYMENT AND WORKPLACE RELATIONS,Office of the Fair Work Ombudsman,Total,Agency Resourcing,183744,0,1300,0,0,0,0,0,1500,186544
EMPLOYMENT AND WORKPLACE RELATIONS,Office of the Fair Work Ombudsman,Total,Estimated Actual,186436,0,1300,0,0,0,0,0,1500,189236
EMPLOYMENT AND WORKPLACE RELATIONS,Safe Work Australia,Outcome 1,Agency Resourcing,12572,0,0,0,12573,0,0,0,0,25145
EMPLOYMENT AND WORKPLACE RELATIONS,Safe Work Australia,Outcome 1,Estimated Actual,12227,0,0,0,12233,0,0,0,0,24460
EMPLOYMENT AND WORKPLACE RELATIONS,Safe Work Australia,Total,Agency Resourcing,12572,0,0,0,12573,0,0,0,0,25145
EMPLOYMENT AND WORKPLACE RELATIONS,Safe Work Australia,Total,Estimated Actual,12227,0,0,0,12233,0,0,0,0,24460
EMPLOYMENT AND WORKPLACE RELATIONS,"Seafarers Safety, Rehabilitation and Compensation Authority",Outcome 1,Agency Resourcing,0,0,0,0,169,0,0,0,0,169
EMPLOYMENT AND WORKPLACE RELATIONS,"Seafarers Safety, Rehabilitation and Compensation Authority",Outcome 1,Estimated Actual,0,0,0,0,229,900,0,0,0,1129
EMPLOYMENT AND WORKPLACE RELATIONS,"Seafarers Safety, Rehabilitation and Compensation Authority",Total,Agency Resourcing,0,0,0,0,169,0,0,0,0,169
EMPLOYMENT AND WORKPLACE RELATIONS,"Seafarers Safety, Rehabilitation and Compensation Authority",Total,Estimated Actual,0,0,0,0,229,900,0,0,0,1129
EMPLOYMENT AND WORKPLACE RELATIONS,,PORTFOLIO TOTAL,Agency Resourcing,1263458,69831,458566,0,16034,3912916,0,0,1166317,6887122
EMPLOYMENT AND WORKPLACE RELATIONS,,PORTFOLIO TOTAL,Estimated Actual,1146406,44320,455563,0,15630,4590306,0,0,1081617,7333842
FINANCE,Department of Finance,Outcome 1,Agency Resourcing,99247,0,1616,0,0,0,0,0,0,100863
FINANCE,Department of Finance,Outcome 1,Estimated Actual,107021,0,1915,0,0,0,0,0,0,108936
FINANCE,Department of Finance,Outcome 2,Agency Resourcing,397685,0,33814,0,66190178,10832,0,0,9569832,76202341
FINANCE,Department of Finance,Outcome 2,Estimated Actual,256984,0,33689,0,53757806,10699,0,0,9132975,63192153
FINANCE,Department of Finance,Outcome 3,Agency Resourcing,26622,0,220,0,0,375314,0,0,297455,699611
FINANCE,Department of Finance,Outcome 3,Estimated Actual,26235,0,219,0,0,399868,0,0,278580,704902
FINANCE,Department of Finance,Equity Injections,Agency Resourcing,0,765503,0,0,0,0,0,0,0,765503
FINANCE,Department of Finance,Equity Injections,Estimated Actual,0,547830,0,0,0,0,0,0,0,547830
FINANCE,Department of Finance,Administered Assets and Liabilities,Agency Resourcing,0,0,0,0,0,0,0,799263,0,799263
FINANCE,Department of Finance,Administered Assets and Liabilities,Estimated Actual,0,0,0,0,0,0,0,449238,0,449238
FINANCE,Department of Finance,Total,Agency Resourcing,523554,765503,35650,0,66190178,386146,0,799263,9867287,78567581
FINANCE,Department of Finance,Total,Estimated Actual,390240,547830,35823,0,53757806,410567,0,449238,9411555,65003059
FINANCE,Commonwealth Superannuation Corporation*,Outcome 1,Agency Resourcing,0,0,0,0,172701,0,0,0,0,172701
FINANCE,Commonwealth Superannuation Corporation*,Outcome 1,Estimated Actual,0,0,0,0,161646,0,0,0,0,161646
FINANCE,Commonwealth Superannuation Corporation*,Total,Agency Resourcing,0,0,0,0,172701,0,0,0,0,172701
FINANCE,Commonwealth Superannuation Corporation*,Total,Estimated Actual,0,0,0,0,161646,0,0,0,0,161646
FINANCE,Australian Electoral Commission,Outcome 1,Agency Resourcing,782651,0,11038,16116,0,0,0,0,75500,885305
FINANCE,Australian Electoral Commission,Outcome 1,Estimated Actual,641680,0,11038,14900,0,0,0,0,0,667618
FINANCE,Australian Electoral Commission,Total,Agency Resourcing,782651,0,11038,16116,0,0,0,0,75500,885305
FINANCE,Australian Electoral Commission,Total,Estimated Actual,641680,0,11038,14900,0,0,0,0,0,667618
FINANCE,Digital Transformation Agency,Outcome 1,Agency Resourcing,51701,0,4370,0,395319,0,0,0,0,451390
FINANCE,Digital Transformation Agency,Outcome 1,Estimated Actual,49717,0,3836,0,414444,0,0,0,0,467997
FINANCE,Digital Transformation Agency,Total,Agency Resourcing,51701,0,4370,0,395319,0,0,0,0,451390
FINANCE,Digital Transformation Agency,Total,Estimated Actual,49717,0,3836,0,414444,0,0,0,0,467997
FINANCE,Future Fund Management Agency,Outcome 1,Agency Resourcing,0,0,0,0,499288,0,0,0,0,499288
FINANCE,Future Fund Management Agency,Outcome 1,Estimated Actual,0,0,0,0,554852,0,0,0,0,554852
FINANCE,Future Fund Management Agency,Total,Agency Resourcing,0,0,0,0,499288,0,0,0,0,499288
FINANCE,Future Fund Management Agency,Total,Estimated Actual,0,0,0,0,554852,0,0,0,0,554852
FINANCE,Independent Parliamentary Expenses Authority,Outcome 1,Agency Resourcing,10759,0,0,0,0,46562,0,0,35875,93196
FINANCE,Independent Parliamentary Expenses Authority,Outcome 1,Estimated Actual,9008,0,0,0,0,45604,0,0,35139,89751
FINANCE,Independent Parliamentary Expenses Authority,Total,Agency Resourcing,10759,0,0,0,0,46562,0,0,35875,93196
FINANCE,Independent Parliamentary Expenses Authority,Total,Estimated Actual,9008,0,0,0,0,45604,0,0,35139,89751
FINANCE,Parliamentary Workplace Support Service,Outcome 1,Agency Resourcing,16913,0,0,0,0,0,0,6536,0,23449
FINANCE,Parliamentary Workplace Support Service,Outcome 1,Estimated Actual,14989,0,0,0,0,0,0,0,0,14989
FINANCE,Parliamentary Workplace Support Service,Total,Agency Resourcing,16913,0,0,0,0,0,0,6536,0,23449
FINANCE,Parliamentary Workplace Support Service,Total,Estimated Actual,14989,0,0,0,0,0,0,0,0,14989
FINANCE,,PORTFOLIO TOTAL,Agency Resourcing,1385578,765503,51058,16116,67257486,432708,0,805799,9978662,80692910
FINANCE,,PORTFOLIO TOTAL,Estimated Actual,1105634,547830,50697,14900,54888748,456171,0,449238,9446694,66959912
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Outcome 1,Agency Resourcing,1623139,0,131439,0,1000,4877388,0,0,371833,7004799
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Outcome 1,Estimated Actual,1408795,0,131627,0,1000,4632245,0,0,372216,6545883
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Outcome 2,Agency Resourcing,556751,0,0,0,0,750,0,0,2100,559601
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Outcome 2,Estimated Actual,510432,0,0,0,0,750,0,0,2100,513282
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Outcome 3,Agency Resourcing,179446,0,0,0,39698,0,0,0,0,219144
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Outcome 3,Estimated Actual,166240,0,0,0,39309,0,0,0,0,205549
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Equity Injections,Agency Resourcing,0,163416,0,0,0,0,0,0,0,163416
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Equity Injections,Estimated Actual,0,147723,0,0,0,0,0,0,0,147723
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Administered Assets and Liabilities,Agency Resourcing,0,0,0,0,0,0,0,257503,0,257503
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Administered Assets and Liabilities,Estimated Actual,0,0,0,0,0,0,0,26351,0,26351
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Total,Agency Resourcing,2359336,163416,131439,0,40698,4878138,0,257503,373933,8204463
FOREIGN AFFAIRS AND TRADE,Department of Foreign Affairs and Trade,Total,Estimated Actual,2085467,147723,131627,0,40309,4632995,0,26351,374316,7438788
FOREIGN AFFAIRS AND TRADE,Tourism Australia*,Outcome 1,Agency Resourcing,150196,0,40761,0,0,0,0,0,0,190957
FOREIGN AFFAIRS AND TRADE,Tourism Australia*,Outcome 1,Estimated Actual,148291,0,44539,0,0,0,0,0,0,192830
FOREIGN AFFAIRS AND TRADE,Tourism Australia*,Total,Agency Resourcing,150196,0,40761,0,0,0,0,0,0,190957
FOREIGN AFFAIRS AND TRADE,Tourism Australia*,Total,Estimated Actual,148291,0,44539,0,0,0,0,0,0,192830
FOREIGN AFFAIRS AND TRADE,Australian Centre for International Agricultural Research,Outcome 1,Agency Resourcing,10269,0,3074,0,2693,107058,0,0,0,123094
FOREIGN AFFAIRS AND TRADE,Australian Centre for International Agricultural Research,Outcome 1,Estimated Actual,9599,0,3000,0,8805,103550,0,0,0,124954
FOREIGN AFFAIRS AND TRADE,Australian Centre for International Agricultural Research,Total,Agency Resourcing,10269,0,3074,0,2693,107058,0,0,0,123094
FOREIGN AFFAIRS AND TRADE,Australian Centre for International Agricultural Research,Total,Estimated Actual,9599,0,3000,0,8805,103550,0,0,0,124954
FOREIGN AFFAIRS AND TRADE,Australian Secret Intelligence Service,Outcome 1,Agency Resourcing,458122,0,31123,0,0,0,0,0,0,489245
FOREIGN AFFAIRS AND TRADE,Australian Secret Intelligence Service,Outcome 1,Estimated Actual,429046,0,32644,0,0,0,0,0,0,461690
FOREIGN AFFAIRS AND TRADE,Australian Secret Intelligence Service,Equity Injections,Agency Resourcing,0,38382,0,0,0,0,0,0,0,38382
FOREIGN AFFAIRS AND TRADE,Australian Secret Intelligence Service,Equity Injections,Estimated Actual,0,11632,0,0,0,0,0,0,0,11632
FOREIGN AFFAIRS AND TRADE,Australian Secret Intelligence Service,Total,Agency Resourcing,458122,38382,31123,0,0,0,0,0,0,527627
FOREIGN AFFAIRS AND TRADE,Australian Secret Intelligence Service,Total,Estimated Actual,429046,11632,32644,0,0,0,0,0,0,473322
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Outcome 1,Agency Resourcing,261431,0,22500,0,0,163300,0,0,0,447231
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Outcome 1,Estimated Actual,267271,0,22500,0,0,187000,0,0,0,476771
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Outcome 2,Agency Resourcing,11315,0,1000,0,0,0,0,0,0,12315
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Outcome 2,Estimated Actual,11090,0,1000,0,0,0,0,0,0,12090
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Equity Injections,Agency Resourcing,0,2533,0,0,0,0,0,0,0,2533
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Equity Injections,Estimated Actual,0,1583,0,0,0,0,0,0,0,1583
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Total,Agency Resourcing,272746,2533,23500,0,0,163300,0,0,0,462079
FOREIGN AFFAIRS AND TRADE,Australian Trade and Investment Commission,Total,Estimated Actual,278361,1583,23500,0,0,187000,0,0,0,490444
FOREIGN AFFAIRS AND TRADE,,PORTFOLIO TOTAL,Agency Resourcing,3250669,204331,229897,0,43391,5148496,0,257503,373933,9508220
FOREIGN AFFAIRS AND TRADE,,PORTFOLIO TOTAL,Estimated Actual,2950764,160938,235310,0,49114,4923545,0,26351,374316,8720338
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 1,Agency Resourcing,564424,0,39597,0,227438,7640661,0,0,1886297,10358417
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 1,Estimated Actual,547775,0,28012,0,220414,8197650,0,0,1908070,10901921
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 2,Agency Resourcing,223621,0,0,0,0,1748910,0,0,8076705,10049236
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 2,Estimated Actual,220446,0,0,0,0,1834961,0,0,7894753,9950160
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 3,Agency Resourcing,700089,0,0,0,0,5707233,0,0,31731086,38138408
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 3,Estimated Actual,574903,0,0,0,0,6748392,0,0,28228999,35552294
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 4,Agency Resourcing,13028,0,0,0,0,147358,0,0,0,160386
HEALTH AND AGED CARE,Department of Health and Aged Care,Outcome 4,Estimated Actual,12172,0,0,0,0,98448,0,0,0,110620
HEALTH AND AGED CARE,Department of Health and Aged Care,Equity Injections,Agency Resourcing,0,322855,0,0,0,0,0,0,0,322855
HEALTH AND AGED CARE,Department of Health and Aged Care,Equity Injections,Estimated Actual,0,236501,0,0,0,0,0,0,0,236501
HEALTH AND AGED CARE,Department of Health and Aged Care,Administered Assets and Liabilities,Agency Resourcing,0,0,0,0,0,0,0,65676,0,65676
HEALTH AND AGED CARE,Department of Health and Aged Care,Administered Assets and Liabilities,Estimated Actual,0,0,0,0,0,0,0,43887,0,43887
HEALTH AND AGED CARE,Department of Health and Aged Care,Total,Agency Resourcing,1501162,322855,39597,0,227438,15244162,0,65676,41694088,59094978
HEALTH AND AGED CARE,Department of Health and Aged Care,Total,Estimated Actual,1355296,236501,28012,0,220414,16879451,0,43887,38031822,56795383
HEALTH AND AGED CARE,Australian Commission on Safety and Quality in Health Care*,Outcome 1,Agency Resourcing,0,0,32698,0,0,0,0,0,0,32698
HEALTH AND AGED CARE,Australian Commission on Safety and Quality in Health Care*,Outcome 1,Estimated Actual,0,0,45292,0,0,0,0,0,0,45292
HEALTH AND AGED CARE,Australian Commission on Safety and Quality in Health Care*,Total,Agency Resourcing,0,0,32698,0,0,0,0,0,0,32698
HEALTH AND AGED CARE,Australian Commission on Safety and Quality in Health Care*,Total,Estimated Actual,0,0,45292,0,0,0,0,0,0,45292
HEALTH AND AGED CARE,Australian Digital Health Agency*,Outcome 1,Agency Resourcing,285789,0,32250,0,0,0,0,0,0,318039
HEALTH AND AGED CARE,Australian Digital Health Agency*,Outcome 1,Estimated Actual,269304,0,32250,0,0,0,0,0,0,301554
HEALTH AND AGED CARE,Australian Digital Health Agency*,Equity Injections,Agency Resourcing,0,45773,0,0,0,0,0,0,0,45773
HEALTH AND AGED CARE,Australian Digital Health Agency*,Equity Injections,Estimated Actual,0,33321,0,0,0,0,0,0,0,33321
HEALTH AND AGED CARE,Australian Digital Health Agency*,Total,Agency Resourcing,285789,45773,32250,0,0,0,0,0,0,363812
HEALTH AND AGED CARE,Australian Digital Health Agency*,Total,Estimated Actual,269304,33321,32250,0,0,0,0,0,0,334875
HEALTH AND AGED CARE,Australian Institute of Health and Welfare*,Outcome 1,Agency Resourcing,36489,0,77030,0,0,0,0,0,0,113519
HEALTH AND AGED CARE,Australian Institute of Health and Welfare*,Outcome 1,Estimated Actual,35544,0,77630,0,0,0,0,0,0,113174
HEALTH AND AGED CARE,Australian Institute of Health and Welfare*,Total,Agency Resourcing,36489,0,77030,0,0,0,0,0,0,113519
HEALTH AND AGED CARE,Australian Institute of Health and Welfare*,Total,Estimated Actual,35544,0,77630,0,0,0,0,0,0,113174
HEALTH AND AGED CARE,Australian Sports Commission*,Outcome 1,Agency Resourcing,308602,0,18576,0,0,0,0,0,0,327178
HEALTH AND AGED CARE,Australian Sports Commission*,Outcome 1,Estimated Actual,351081,0,21111,0,0,0,0,0,0,372192
HEALTH AND AGED CARE,Australian Sports Commission*,Equity Injections,Agency Resourcing,0,355,0,0,0,0,0,0,0,355
